time,key,value
2018-06-08T17:30:15.516Z,fluorometric_chlorophyll_a,2.7495000000000003
2018-06-08T18:17:44.273Z,fluorometric_chlorophyll_a,2.8314
2018-06-08T19:17:08.890Z,fluorometric_chlorophyll_a,2.6091
2018-06-08T20:16:33.089Z,fluorometric_chlorophyll_a,2.3049
2018-06-08T21:15:57.545Z,fluorometric_chlorophyll_a,2.9367
2018-06-08T22:15:18.743Z,fluorometric_chlorophyll_a,2.6910000000000003
2018-06-08T23:02:49.483Z,fluorometric_chlorophyll_a,3.4398
2018-06-09T00:02:18.569Z,fluorometric_chlorophyll_a,2.7378
2018-06-09T01:15:33.677Z,fluorometric_chlorophyll_a,3.4866
2018-06-09T02:03:04.121Z,fluorometric_chlorophyll_a,2.6442
2018-06-09T03:16:15.549Z,fluorometric_chlorophyll_a,2.6793
2018-06-09T04:15:39.063Z,fluorometric_chlorophyll_a,3.1239
2018-06-09T05:03:13.036Z,fluorometric_chlorophyll_a,3.1590000000000003
2018-06-09T06:02:34.980Z,fluorometric_chlorophyll_a,2.8080000000000003
2018-06-09T07:01:58.282Z,fluorometric_chlorophyll_a,2.6091
2018-06-09T08:01:23.835Z,fluorometric_chlorophyll_a,3.5334000000000003
2018-06-09T09:00:44.993Z,fluorometric_chlorophyll_a,3.0537
2018-06-09T09:48:11.786Z,fluorometric_chlorophyll_a,3.7089000000000003
2018-06-09T10:47:34.947Z,fluorometric_chlorophyll_a,4.0599
2018-06-09T11:47:02.864Z,fluorometric_chlorophyll_a,4.0716
2018-06-09T12:46:26.217Z,fluorometric_chlorophyll_a,4.3173
2018-06-09T13:45:49.575Z,fluorometric_chlorophyll_a,4.0131000000000006
2018-06-09T14:45:18.164Z,fluorometric_chlorophyll_a,4.2588
2018-06-09T15:32:46.825Z,fluorometric_chlorophyll_a,3.3696
2018-06-09T16:32:12.171Z,fluorometric_chlorophyll_a,3.5685000000000002
2018-06-09T17:31:37.917Z,fluorometric_chlorophyll_a,4.5396
2018-06-09T18:30:59.746Z,fluorometric_chlorophyll_a,4.4109
2018-06-09T19:30:21.865Z,fluorometric_chlorophyll_a,4.0131000000000006
2018-06-09T20:17:50.503Z,fluorometric_chlorophyll_a,3.7791
2018-06-09T21:17:16.118Z,fluorometric_chlorophyll_a,5.4171000000000005
2018-06-09T22:16:37.989Z,fluorometric_chlorophyll_a,4.7268
2018-06-09T23:16:02.056Z,fluorometric_chlorophyll_a,4.4811000000000005
2018-06-10T00:15:26.269Z,fluorometric_chlorophyll_a,4.3758
2018-06-10T01:02:54.703Z,fluorometric_chlorophyll_a,4.9725
2018-06-10T02:02:18.982Z,fluorometric_chlorophyll_a,4.7034
2018-06-10T03:15:34.276Z,fluorometric_chlorophyll_a,4.7151000000000005
2018-06-10T04:03:02.572Z,fluorometric_chlorophyll_a,3.9663
2018-06-10T05:02:24.559Z,fluorometric_chlorophyll_a,4.1769
2018-06-10T06:01:48.631Z,fluorometric_chlorophyll_a,4.3758
2018-06-10T07:01:10.671Z,fluorometric_chlorophyll_a,4.5981000000000005
2018-06-10T08:00:35.036Z,fluorometric_chlorophyll_a,5.4990000000000006
2018-06-10T08:48:03.598Z,fluorometric_chlorophyll_a,5.7564
2018-06-10T09:47:23.614Z,fluorometric_chlorophyll_a,5.3937
2018-06-10T10:46:47.489Z,fluorometric_chlorophyll_a,5.5458
2018-06-10T11:46:13.114Z,fluorometric_chlorophyll_a,7.1253
2018-06-10T12:45:37.658Z,fluorometric_chlorophyll_a,5.9787
2018-06-10T13:33:07.598Z,fluorometric_chlorophyll_a,6.5520000000000005
2018-06-10T14:32:30.971Z,fluorometric_chlorophyll_a,5.6862
2018-06-10T15:31:56.364Z,fluorometric_chlorophyll_a,6.0957
2018-06-10T16:31:22.095Z,fluorometric_chlorophyll_a,6.0255
2018-06-10T17:30:42.319Z,fluorometric_chlorophyll_a,5.5809
2018-06-10T18:18:13.164Z,fluorometric_chlorophyll_a,3.6153
2018-06-10T19:17:36.611Z,fluorometric_chlorophyll_a,6.4467
2018-06-10T20:17:02.381Z,fluorometric_chlorophyll_a,5.7447
2018-06-10T21:16:25.907Z,fluorometric_chlorophyll_a,6.0138
2018-06-10T22:15:53.667Z,fluorometric_chlorophyll_a,4.9374
2018-06-10T23:15:19.292Z,fluorometric_chlorophyll_a,5.5224
2018-06-11T00:02:48.740Z,fluorometric_chlorophyll_a,5.2299
2018-06-11T01:02:15.698Z,fluorometric_chlorophyll_a,4.0365
2018-06-11T02:01:39.098Z,fluorometric_chlorophyll_a,4.7034
2018-06-11T03:01:10.063Z,fluorometric_chlorophyll_a,4.6332
2018-06-11T04:00:27.661Z,fluorometric_chlorophyll_a,7.300800000000001
2018-06-11T04:47:57.673Z,fluorometric_chlorophyll_a,4.5162
2018-06-11T05:47:22.779Z,fluorometric_chlorophyll_a,5.2884
2018-06-11T06:46:40.289Z,fluorometric_chlorophyll_a,4.4928
2018-06-11T07:46:05.697Z,fluorometric_chlorophyll_a,5.6862
2018-06-11T08:45:31.937Z,fluorometric_chlorophyll_a,5.5926
2018-06-11T09:33:01.743Z,fluorometric_chlorophyll_a,3.8025
2018-06-11T10:32:23.917Z,fluorometric_chlorophyll_a,5.6043
2018-06-11T11:31:47.250Z,fluorometric_chlorophyll_a,3.3696
2018-06-11T12:31:09.467Z,fluorometric_chlorophyll_a,4.1067
2018-06-11T13:32:29.950Z,fluorometric_chlorophyll_a,4.1652000000000005
2018-06-11T14:31:53.471Z,fluorometric_chlorophyll_a,3.5100000000000002
2018-06-11T15:31:20.176Z,fluorometric_chlorophyll_a,4.5747
2018-06-11T16:30:43.256Z,fluorometric_chlorophyll_a,5.5458
2018-06-11T17:18:12.137Z,fluorometric_chlorophyll_a,5.0778
2018-06-11T18:17:36.730Z,fluorometric_chlorophyll_a,5.1129
2018-06-11T19:17:02.144Z,fluorometric_chlorophyll_a,4.6098
2018-06-11T20:16:26.946Z,fluorometric_chlorophyll_a,4.8672
2018-06-11T21:15:51.605Z,fluorometric_chlorophyll_a,4.4811000000000005
